Flight_ID,Route,Departure_Time,Arrival_Time,Aircraft_Type,Flight_Duration,Pilot_ID,Name,Rank,Certification,Age,Experience_Years,Rest_Hours,Fatigue_Score,Last_Flight_Time
FLY5215,Goa to Guwahati,2025-12-31 18:15,2025-12-31 20:16,B737,2h 1m,PLT8620,FO_17,First Officer,B737,35,14,10,7,2025-12-31 08:15
FLY5216,Goa to Hyderabad,2025-12-31 05:45,2025-12-31 06:55,B737,1h 10m,PLT6977,Captain_11,Captain,B737,41,19,16,2,2025-12-30 13:45
FLY5217,Hyderabad to Guwahati,2025-12-31 02:30,2025-12-31 03:43,B737,1h 13m,PLT6954,Captain_12,Captain,B737,52,30,9,7,2025-12-30 17:30
FLY5218,Delhi to Pune,2025-12-31 15:15,2025-12-31 17:37,A320,2h 22m,PLT6204,Captain_50,Captain,A320,55,33,12,6,2025-12-31 03:15
FLY5219,Ahmedabad to Kolkata,2025-12-31 17:15,2025-12-31 19:36,B737,2h 21m,PLT5513,Captain_30,Captain,B737,41,19,12,8,2025-12-31 05:15
FLY5220,Kolkata to Ahmedabad,2025-12-31 05:15,2025-12-31 07:16,A320,2h 1m,PLT6749,FO_47,First Officer,A320,24,3,8,5,2025-12-30 21:15
FLY5221,Bangalore to Pune,2025-12-31 14:30,2025-12-31 16:54,A320,2h 24m,PLT5952,FO_38,First Officer,A320,38,17,11,6,2025-12-31 03:30
FLY5222,Delhi to Pune,2025-12-31 03:15,2025-12-31 05:41,B737,2h 26m,PLT8815,Captain_27,Captain,B737,56,34,14,4,2025-12-30 13:15
FLY5223,Ahmedabad to Kolkata,2025-12-31 09:00,2025-12-31 10:27,B737,1h 27m,PLT8118,FO_11,First Officer,B737,30,9,16,4,2025-12-30 17:00
FLY5224,Bangalore to Guwahati,2025-12-31 11:45,2025-12-31 12:57,B737,1h 12m,PLT5228,FO_13,First Officer,B737,38,17,16,1,2025-12-30 19:45
FLY5225,Chennai to Guwahati,2025-12-31 07:30,2025-12-31 08:54,A320,1h 24m,PLT5084,Captain_31,Captain,A320,41,19,14,3,2025-12-30 17:30
FLY5226,Kolkata to Chennai,2025-12-31 06:45,2025-12-31 07:40,B737,0h 55m,PLT5031,Captain_24,Captain,B737,43,21,17,1,2025-12-30 13:45
FLY5227,Ahmedabad to Delhi,2025-12-31 05:45,2025-12-31 07:43,A320,1h 58m,PLT7511,Captain_49,Captain,A320,44,22,18,1,2025-12-30 11:45
FLY5228,Mumbai to Ahmedabad,2025-12-31 04:00,2025-12-31 04:55,B737,0h 55m,PLT8320,Captain_40,Captain,B737,60,38,19,2,2025-12-30 09:00
FLY5229,Goa to Ahmedabad,2025-12-31 04:45,2025-12-31 07:14,A320,2h 29m,PLT5691,FO_46,First Officer,A320,36,15,19,2,2025-12-30 09:45
FLY5230,Pune to Bangalore,2025-12-31 00:30,2025-12-31 02:17,A320,1h 47m,PLT7964,Captain_45,Captain,A320,55,33,21,1,2025-12-30 03:30
FLY5231,Goa to Hyderabad,2025-12-31 18:30,2025-12-31 19:35,B737,1h 5m,PLT7557,Captain_30,Captain,B737,49,27,9,9,2025-12-31 09:30
FLY5232,Guwahati to Mumbai,2025-12-31 07:45,2025-12-31 09:18,B737,1h 33m,PLT7417,FO_22,First Officer,B737,29,8,9,7,2025-12-30 22:45
FLY5233,Hyderabad to Delhi,2025-12-31 16:00,2025-12-31 17:46,A320,1h 46m,PLT6727,Captain_36,Captain,A320,58,36,20,4,2025-12-30 20:00
FLY5234,Chennai to Goa,2025-12-31 19:45,2025-12-31 21:04,A320,1h 19m,PLT7125,FO_7,First Officer,A320,39,18,21,2,2025-12-30 22:45
FLY5235,Bangalore to Goa,2025-12-31 10:45,2025-12-31 13:01,B737,2h 16m,PLT7400,FO_25,First Officer,B737,38,17,14,1,2025-12-30 20:45
FLY5236,Guwahati to Goa,2025-12-31 20:15,2025-12-31 22:57,A320,2h 42m,PLT7338,Captain_20,Captain,A320,46,24,11,9,2025-12-31 09:15
FLY5237,Bangalore to Goa,2025-12-31 17:15,2025-12-31 19:35,A320,2h 20m,PLT7845,FO_9,First Officer,A320,25,4,22,3,2025-12-30 19:15
FLY5238,Bangalore to Mumbai,2025-12-31 02:00,2025-12-31 04:54,A320,2h 54m,PLT7550,Captain_42,Captain,A320,48,26,12,7,2025-12-30 14:00
FLY5239,Pune to Hyderabad,2025-12-31 12:30,2025-12-31 14:24,A320,1h 54m,PLT5073,FO_35,First Officer,A320,27,6,8,9,2025-12-31 04:30
FLY5240,Goa to Pune,2025-12-31 03:15,2025-12-31 04:15,A320,1h 0m,PLT8774,FO_40,First Officer,A320,35,14,8,6,2025-12-30 19:15
FLY5241,Hyderabad to Kolkata,2025-12-31 19:30,2025-12-31 20:50,A320,1h 20m,PLT8252,FO_48,First Officer,A320,26,5,8,9,2025-12-31 11:30
FLY5242,Guwahati to Ahmedabad,2025-12-31 15:00,2025-12-31 15:48,B737,0h 48m,PLT7923,Captain_26,Captain,B737,52,30,8,7,2025-12-31 07:00
FLY5243,Delhi to Mumbai,2025-12-31 10:45,2025-12-31 12:57,A320,2h 12m,PLT7470,FO_34,First Officer,A320,29,8,14,2,2025-12-30 20:45
FLY5244,Hyderabad to Delhi,2025-12-31 09:30,2025-12-31 11:40,A320,2h 10m,PLT6271,Captain_39,Captain,A320,54,32,20,1,2025-12-30 13:30
FLY5245,Bangalore to Hyderabad,2025-12-31 11:30,2025-12-31 13:14,B737,1h 44m,PLT7475,Captain_46,Captain,B737,40,18,13,4,2025-12-30 22:30
FLY5246,Delhi to Bangalore,2025-12-31 07:45,2025-12-31 09:51,B737,2h 6m,PLT5793,FO_46,First Officer,B737,37,16,17,2,2025-12-30 14:45
FLY5247,Kolkata to Ahmedabad,2025-12-31 18:30,2025-12-31 19:24,B737,0h 54m,PLT6278,FO_47,First Officer,B737,25,4,19,2,2025-12-30 23:30
FLY5248,Mumbai to Guwahati,2025-12-31 02:45,2025-12-31 04:54,B737,2h 9m,PLT6052,FO_1,First Officer,B737,39,18,13,2,2025-12-30 13:45
FLY5249,Kolkata to Ahmedabad,2025-12-31 03:30,2025-12-31 05:22,B737,1h 52m,PLT5759,Captain_15,Captain,B737,59,37,24,1,2025-12-30 03:30
FLY5250,Hyderabad to Ahmedabad,2025-12-31 12:30,2025-12-31 15:17,B737,2h 47m,PLT8996,FO_7,First Officer,B737,24,3,13,3,2025-12-30 23:30
FLY5251,Kolkata to Mumbai,2025-12-31 09:45,2025-12-31 11:56,A320,2h 11m,PLT7277,FO_34,First Officer,A320,32,11,19,3,2025-12-30 14:45
FLY5252,Guwahati to Chennai,2025-12-31 01:00,2025-12-31 01:53,A320,0h 53m,PLT8913,FO_44,First Officer,A320,29,8,22,1,2025-12-30 03:00
FLY5253,Pune to Chennai,2025-12-31 06:15,2025-12-31 07:24,B737,1h 9m,PLT8519,Captain_24,Captain,B737,52,30,8,8,2025-12-30 22:15
FLY5254,Goa to Kolkata,2025-12-31 11:30,2025-12-31 13:07,A320,1h 37m,PLT7680,FO_31,First Officer,A320,24,3,17,4,2025-12-30 18:30
FLY5255,Hyderabad to Mumbai,2025-12-31 07:30,2025-12-31 08:23,B737,0h 53m,PLT8784,Captain_48,Captain,B737,51,29,13,4,2025-12-30 18:30
FLY5256,Ahmedabad to Mumbai,2025-12-31 05:00,2025-12-31 05:57,A320,0h 57m,PLT6613,Captain_3,Captain,A320,59,37,12,6,2025-12-30 17:00
FLY5257,Kolkata to Ahmedabad,2025-12-31 19:00,2025-12-31 20:13,A320,1h 13m,PLT5085,Captain_1,Captain,A320,46,24,15,3,2025-12-31 04:00
FLY5258,Kolkata to Guwahati,2025-12-31 02:30,2025-12-31 04:54,A320,2h 24m,PLT7467,Captain_22,Captain,A320,56,34,13,1,2025-12-30 13:30
FLY5259,Hyderabad to Kolkata,2025-12-31 04:00,2025-12-31 05:26,B737,1h 26m,PLT6683,Captain_15,Captain,B737,40,18,14,1,2025-12-30 14:00
FLY5260,Chennai to Pune,2025-12-31 19:00,2025-12-31 20:40,B737,1h 40m,PLT6173,FO_17,First Officer,B737,29,8,19,1,2025-12-31 00:00
FLY5261,Mumbai to Ahmedabad,2025-12-31 17:30,2025-12-31 18:54,B737,1h 24m,PLT5042,FO_37,First Officer,B737,36,15,16,1,2025-12-31 01:30
FLY5262,Bangalore to Pune,2025-12-31 02:00,2025-12-31 04:24,A320,2h 24m,PLT8216,FO_27,First Officer,A320,29,8,8,6,2025-12-30 18:00
FLY5263,Bangalore to Goa,2025-12-31 18:30,2025-12-31 20:46,B737,2h 16m,PLT7773,FO_20,First Officer,B737,34,13,12,7,2025-12-31 06:30
FLY5264,Ahmedabad to Bangalore,2025-12-31 12:00,2025-12-31 13:25,B737,1h 25m,PLT7085,Captain_4,Captain,B737,54,32,13,3,2025-12-30 23:00
FLY5265,Delhi to Mumbai,2025-12-31 06:45,2025-12-31 07:42,A320,0h 57m,PLT7946,Captain_1,Captain,A320,50,28,14,2,2025-12-30 16:45
FLY5266,Chennai to Kolkata,2025-12-31 16:30,2025-12-31 18:35,A320,2h 5m,PLT8122,Captain_26,Captain,A320,53,31,22,1,2025-12-30 18:30
FLY5267,Chennai to Delhi,2025-12-31 14:15,2025-12-31 15:14,A320,0h 59m,PLT7895,FO_2,First Officer,A320,29,8,21,2,2025-12-30 17:15
FLY5268,Bangalore to Mumbai,2025-12-31 03:00,2025-12-31 03:47,B737,0h 47m,PLT5517,FO_28,First Officer,B737,24,3,21,2,2025-12-30 06:00
FLY5269,Bangalore to Kolkata,2025-12-31 11:15,2025-12-31 13:52,B737,2h 37m,PLT8052,Captain_26,Captain,B737,51,29,19,3,2025-12-30 16:15
FLY5270,Kolkata to Pune,2025-12-31 12:45,2025-12-31 15:17,B737,2h 32m,PLT5120,FO_4,First Officer,B737,37,16,13,4,2025-12-30 23:45
FLY5271,Chennai to Pune,2025-12-31 01:45,2025-12-31 03:19,B737,1h 34m,PLT7454,FO_3,First Officer,B737,33,12,13,3,2025-12-30 12:45
FLY5272,Kolkata to Bangalore,2025-12-31 16:15,2025-12-31 17:34,A320,1h 19m,PLT7373,Captain_16,Captain,A320,45,23,14,4,2025-12-31 02:15
FLY5273,Pune to Delhi,2025-12-31 09:45,2025-12-31 11:57,B737,2h 12m,PLT5982,FO_11,First Officer,B737,27,6,19,2,2025-12-30 14:45
FLY5274,Pune to Kolkata,2025-12-31 06:00,2025-12-31 08:59,B737,2h 59m,PLT5262,Captain_43,Captain,B737,49,27,18,3,2025-12-30 12:00
FLY5275,Kolkata to Ahmedabad,2025-12-31 01:15,2025-12-31 02:06,A320,0h 51m,PLT5693,Captain_9,Captain,A320,43,21,10,9,2025-12-30 15:15
FLY5276,Goa to Bangalore,2025-12-31 16:45,2025-12-31 17:58,A320,1h 13m,PLT8121,Captain_23,Captain,A320,49,27,23,4,2025-12-30 17:45
FLY5277,Hyderabad to Ahmedabad,2025-12-31 20:30,2025-12-31 22:45,A320,2h 15m,PLT7813,Captain_11,Captain,A320,49,27,11,8,2025-12-31 09:30
FLY5278,Chennai to Guwahati,2025-12-31 18:30,2025-12-31 20:54,A320,2h 24m,PLT5511,FO_24,First Officer,A320,29,8,14,1,2025-12-31 04:30
FLY5279,Bangalore to Chennai,2025-12-31 09:00,2025-12-31 10:33,A320,1h 33m,PLT8176,FO_5,First Officer,A320,33,12,12,6,2025-12-30 21:00
FLY5280,Guwahati to Kolkata,2025-12-31 16:00,2025-12-31 18:22,B737,2h 22m,PLT6705,Captain_41,Captain,B737,51,29,11,9,2025-12-31 05:00
FLY5281,Kolkata to Pune,2025-12-31 15:30,2025-12-31 17:07,B737,1h 37m,PLT6225,FO_37,First Officer,B737,34,13,19,3,2025-12-30 20:30
FLY5282,Pune to Goa,2025-12-31 02:45,2025-12-31 05:32,A320,2h 47m,PLT6817,FO_46,First Officer,A320,26,5,9,8,2025-12-30 17:45
FLY5283,Pune to Kolkata,2025-12-31 04:30,2025-12-31 05:29,A320,0h 59m,PLT6799,FO_48,First Officer,A320,38,17,19,3,2025-12-30 09:30
FLY5284,Mumbai to Goa,2025-12-31 19:00,2025-12-31 21:25,B737,2h 25m,PLT6146,Captain_37,Captain,B737,56,34,17,2,2025-12-31 02:00
FLY5285,Mumbai to Bangalore,2025-12-31 20:15,2025-12-31 22:43,B737,2h 28m,PLT8515,Captain_41,Captain,B737,54,32,23,4,2025-12-30 21:15
FLY5286,Delhi to Guwahati,2025-12-31 05:30,2025-12-31 06:22,A320,0h 52m,PLT7147,FO_33,First Officer,A320,33,12,13,3,2025-12-30 16:30
FLY5287,Goa to Pune,2025-12-31 14:30,2025-12-31 17:10,B737,2h 40m,PLT6567,FO_11,First Officer,B737,35,14,15,3,2025-12-30 23:30
FLY5288,Goa to Delhi,2025-12-31 03:00,2025-12-31 03:57,A320,0h 57m,PLT6464,Captain_11,Captain,A320,41,19,20,4,2025-12-30 07:00
FLY5289,Ahmedabad to Goa,2025-12-31 09:30,2025-12-31 12:03,A320,2h 33m,PLT6410,Captain_33,Captain,A320,42,20,15,2,2025-12-30 18:30
FLY5290,Kolkata to Bangalore,2025-12-31 04:30,2025-12-31 06:55,B737,2h 25m,PLT6569,FO_43,First Officer,B737,27,6,9,7,2025-12-30 19:30
FLY5291,Bangalore to Ahmedabad,2025-12-31 18:45,2025-12-31 20:17,B737,1h 32m,PLT5171,Captain_13,Captain,B737,57,35,17,4,2025-12-31 01:45
FLY5292,Ahmedabad to Chennai,2025-12-31 06:15,2025-12-31 07:44,B737,1h 29m,PLT7193,FO_23,First Officer,B737,38,17,9,5,2025-12-30 21:15
FLY5293,Kolkata to Guwahati,2025-12-31 09:00,2025-12-31 10:49,A320,1h 49m,PLT8134,FO_30,First Officer,A320,37,16,13,2,2025-12-30 20:00
FLY5294,Goa to Guwahati,2025-12-31 13:15,2025-12-31 15:52,A320,2h 37m,PLT6537,Captain_23,Captain,A320,58,36,10,5,2025-12-31 03:15
FLY5295,Mumbai to Pune,2025-12-31 14:00,2025-12-31 16:29,B737,2h 29m,PLT5337,FO_34,First Officer,B737,28,7,22,1,2025-12-30 16:00
FLY5296,Ahmedabad to Delhi,2025-12-31 10:45,2025-12-31 13:32,A320,2h 47m,PLT8443,Captain_49,Captain,A320,52,30,23,3,2025-12-30 11:45
FLY5297,Chennai to Hyderabad,2025-12-31 20:15,2025-12-31 22:01,B737,1h 46m,PLT6663,Captain_12,Captain,B737,40,18,17,1,2025-12-31 03:15
FLY5298,Kolkata to Goa,2025-12-31 17:30,2025-12-31 18:52,B737,1h 22m,PLT8711,FO_12,First Officer,B737,29,8,19,3,2025-12-30 22:30
FLY5299,Pune to Goa,2025-12-31 12:00,2025-12-31 13:36,B737,1h 36m,PLT6720,FO_32,First Officer,B737,26,5,12,5,2025-12-31 00:00
FLY5300,Pune to Guwahati,2025-12-31 04:45,2025-12-31 06:08,A320,1h 23m,PLT7558,Captain_17,Captain,A320,41,19,21,1,2025-12-30 07:45
FLY5301,Kolkata to Mumbai,2025-12-31 12:30,2025-12-31 15:12,B737,2h 42m,PLT6364,FO_26,First Officer,B737,30,9,17,3,2025-12-30 19:30
FLY5302,Ahmedabad to Pune,2025-12-31 03:15,2025-12-31 06:04,A320,2h 49m,PLT8630,Captain_27,Captain,A320,44,22,20,2,2025-12-30 07:15
FLY5303,Mumbai to Bangalore,2025-12-31 10:15,2025-12-31 11:06,B737,0h 51m,PLT8592,FO_15,First Officer,B737,31,10,22,3,2025-12-30 12:15
FLY5304,Delhi to Bangalore,2025-12-31 02:15,2025-12-31 03:34,A320,1h 19m,PLT7832,Captain_45,Captain,A320,54,32,17,1,2025-12-30 09:15
FLY5305,Bangalore to Delhi,2025-12-31 11:30,2025-12-31 12:26,A320,0h 56m,PLT5930,Captain_29,Captain,A320,58,36,18,2,2025-12-30 17:30
FLY5306,Goa to Bangalore,2025-12-31 16:30,2025-12-31 19:09,A320,2h 39m,PLT5038,Captain_39,Captain,A320,48,26,16,2,2025-12-31 00:30
FLY5307,Bangalore to Ahmedabad,2025-12-31 06:15,2025-12-31 07:52,B737,1h 37m,PLT7981,Captain_46,Captain,B737,53,31,22,1,2025-12-30 08:15
FLY5308,Ahmedabad to Delhi,2025-12-31 11:30,2025-12-31 13:06,B737,1h 36m,PLT8065,FO_30,First Officer,B737,31,10,9,8,2025-12-31 02:30
FLY5309,Guwahati to Mumbai,2025-12-31 00:30,2025-12-31 03:13,A320,2h 43m,PLT6863,FO_43,First Officer,A320,30,9,10,9,2025-12-30 14:30
FLY5310,Pune to Kolkata,2025-12-31 15:30,2025-12-31 17:56,A320,2h 26m,PLT6254,Captain_35,Captain,A320,43,21,21,1,2025-12-30 18:30
FLY5311,Pune to Kolkata,2025-12-31 01:00,2025-12-31 03:46,A320,2h 46m,PLT6398,FO_4,First Officer,A320,33,12,21,1,2025-12-30 04:00
FLY5312,Delhi to Goa,2025-12-31 00:00,2025-12-31 02:54,A320,2h 54m,PLT8998,Captain_32,Captain,A320,47,25,14,4,2025-12-30 10:00
FLY5313,Hyderabad to Goa,2025-12-31 16:45,2025-12-31 19:24,B737,2h 39m,PLT8063,FO_22,First Officer,B737,25,4,12,9,2025-12-31 04:45
FLY5314,Ahmedabad to Chennai,2025-12-31 09:00,2025-12-31 09:53,B737,0h 53m,PLT6544,FO_16,First Officer,B737,28,7,11,6,2025-12-30 22:00
FLY5315,Ahmedabad to Goa,2025-12-31 15:15,2025-12-31 16:53,B737,1h 38m,PLT7061,Captain_11,Captain,B737,59,37,19,1,2025-12-30 20:15
FLY5316,Ahmedabad to Kolkata,2025-12-31 12:30,2025-12-31 14:17,B737,1h 47m,PLT6901,FO_18,First Officer,B737,31,10,15,2,2025-12-30 21:30
FLY5317,Pune to Guwahati,2025-12-31 07:15,2025-12-31 09:48,B737,2h 33m,PLT5719,FO_40,First Officer,B737,36,15,9,7,2025-12-30 22:15
FLY5318,Guwahati to Kolkata,2025-12-31 16:45,2025-12-31 17:32,B737,0h 47m,PLT6635,Captain_41,Captain,B737,45,23,9,8,2025-12-31 07:45
FLY5319,Bangalore to Goa,2025-12-31 09:00,2025-12-31 11:41,A320,2h 41m,PLT5716,Captain_21,Captain,A320,40,18,15,2,2025-12-30 18:00
FLY5320,Chennai to Guwahati,2025-12-31 07:00,2025-12-31 09:12,A320,2h 12m,PLT6284,Captain_11,Captain,A320,57,35,23,1,2025-12-30 08:00
FLY5321,Delhi to Pune,2025-12-31 09:00,2025-12-31 10:31,A320,1h 31m,PLT6185,FO_12,First Officer,A320,33,12,18,3,2025-12-30 15:00
FLY5322,Hyderabad to Ahmedabad,2025-12-31 18:00,2025-12-31 20:58,B737,2h 58m,PLT5186,Captain_12,Captain,B737,49,27,14,2,2025-12-31 04:00
FLY5323,Ahmedabad to Guwahati,2025-12-31 13:30,2025-12-31 15:16,B737,1h 46m,PLT6570,FO_19,First Officer,B737,26,5,17,4,2025-12-30 20:30
FLY5324,Chennai to Delhi,2025-12-31 12:00,2025-12-31 13:10,B737,1h 10m,PLT6173,FO_11,First Officer,B737,32,11,18,2,2025-12-30 18:00
FLY5325,Chennai to Delhi,2025-12-31 02:45,2025-12-31 05:19,A320,2h 34m,PLT7382,Captain_18,Captain,A320,51,29,14,1,2025-12-30 12:45
FLY5326,Chennai to Delhi,2025-12-31 06:15,2025-12-31 08:40,B737,2h 25m,PLT7533,Captain_16,Captain,B737,60,38,12,6,2025-12-30 18:15
FLY5327,Kolkata to Mumbai,2025-12-31 15:45,2025-12-31 17:06,B737,1h 21m,PLT7685,Captain_33,Captain,B737,42,20,19,1,2025-12-30 20:45
FLY5328,Pune to Ahmedabad,2025-12-31 09:00,2025-12-31 10:57,B737,1h 57m,PLT6621,Captain_40,Captain,B737,49,27,10,9,2025-12-30 23:00
FLY5329,Kolkata to Hyderabad,2025-12-31 15:15,2025-12-31 16:21,B737,1h 6m,PLT8321,Captain_33,Captain,B737,44,22,24,1,2025-12-30 15:15
FLY5330,Delhi to Ahmedabad,2025-12-31 18:45,2025-12-31 19:32,A320,0h 47m,PLT8246,Captain_20,Captain,A320,59,37,15,4,2025-12-31 03:45
FLY5331,Ahmedabad to Pune,2025-12-31 18:15,2025-12-31 19:20,B737,1h 5m,PLT8909,FO_8,First Officer,B737,39,18,23,4,2025-12-30 19:15
FLY5332,Goa to Delhi,2025-12-31 09:15,2025-12-31 10:21,A320,1h 6m,PLT6054,Captain_15,Captain,A320,43,21,12,8,2025-12-30 21:15
FLY5333,Chennai to Goa,2025-12-31 15:15,2025-12-31 17:29,A320,2h 14m,PLT8404,Captain_17,Captain,A320,40,18,22,3,2025-12-30 17:15
FLY5334,Hyderabad to Ahmedabad,2025-12-31 07:00,2025-12-31 08:02,A320,1h 2m,PLT5902,FO_19,First Officer,A320,38,17,10,9,2025-12-30 21:00
FLY5335,Mumbai to Hyderabad,2025-12-31 20:45,2025-12-31 22:11,B737,1h 26m,PLT7549,Captain_3,Captain,B737,41,19,16,1,2025-12-31 04:45
FLY5336,Chennai to Kolkata,2025-12-31 09:00,2025-12-31 09:54,A320,0h 54m,PLT6018,FO_48,First Officer,A320,37,16,19,1,2025-12-30 14:00
FLY5337,Goa to Ahmedabad,2025-12-31 02:00,2025-12-31 02:56,B737,0h 56m,PLT8689,FO_40,First Officer,B737,24,3,12,5,2025-12-30 14:00
FLY5338,Guwahati to Chennai,2025-12-31 14:30,2025-12-31 16:35,B737,2h 5m,PLT5737,FO_49,First Officer,B737,28,7,14,2,2025-12-31 00:30
FLY5339,Kolkata to Goa,2025-12-31 02:00,2025-12-31 04:05,B737,2h 5m,PLT8658,Captain_46,Captain,B737,55,33,14,4,2025-12-30 12:00
FLY5340,Mumbai to Hyderabad,2025-12-31 17:15,2025-12-31 18:47,A320,1h 32m,PLT7008,Captain_8,Captain,A320,52,30,11,9,2025-12-31 06:15
FLY5341,Goa to Bangalore,2025-12-31 03:15,2025-12-31 05:02,B737,1h 47m,PLT7685,FO_5,First Officer,B737,26,5,14,2,2025-12-30 13:15
FLY5342,Hyderabad to Delhi,2025-12-31 06:00,2025-12-31 08:20,A320,2h 20m,PLT5935,Captain_44,Captain,A320,43,21,12,7,2025-12-30 18:00
FLY5343,Hyderabad to Delhi,2025-12-31 20:00,2025-12-31 20:59,A320,0h 59m,PLT6066,FO_24,First Officer,A320,25,4,24,3,2025-12-30 20:00
FLY5344,Delhi to Goa,2025-12-31 06:15,2025-12-31 07:24,B737,1h 9m,PLT5367,Captain_20,Captain,B737,60,38,21,3,2025-12-30 09:15
FLY5345,Delhi to Mumbai,2025-12-31 16:15,2025-12-31 18:03,A320,1h 48m,PLT5252,FO_43,First Officer,A320,38,17,10,8,2025-12-31 06:15
FLY5346,Chennai to Bangalore,2025-12-31 12:15,2025-12-31 15:15,A320,3h 0m,PLT5615,Captain_40,Captain,A320,48,26,10,7,2025-12-31 02:15
FLY5347,Delhi to Ahmedabad,2025-12-31 09:30,2025-12-31 11:04,B737,1h 34m,PLT5573,Captain_8,Captain,B737,51,29,14,3,2025-12-30 19:30
FLY5348,Pune to Delhi,2025-12-31 16:45,2025-12-31 17:57,B737,1h 12m,PLT6441,Captain_49,Captain,B737,60,38,24,2,2025-12-30 16:45
FLY5349,Ahmedabad to Pune,2025-12-31 07:00,2025-12-31 09:36,A320,2h 36m,PLT6301,Captain_15,Captain,A320,52,30,10,5,2025-12-30 21:00
FLY5350,Hyderabad to Pune,2025-12-31 11:45,2025-12-31 12:34,A320,0h 49m,PLT7966,Captain_16,Captain,A320,57,35,19,3,2025-12-30 16:45
FLY5351,Goa to Mumbai,2025-12-31 15:45,2025-12-31 17:30,A320,1h 45m,PLT7633,Captain_21,Captain,A320,42,20,16,2,2025-12-30 23:45
FLY5352,Hyderabad to Chennai,2025-12-31 20:45,2025-12-31 23:21,B737,2h 36m,PLT7430,Captain_21,Captain,B737,48,26,23,3,2025-12-30 21:45
FLY5353,Guwahati to Chennai,2025-12-31 12:30,2025-12-31 13:42,B737,1h 12m,PLT7373,Captain_45,Captain,B737,53,31,23,3,2025-12-30 13:30
FLY5354,Chennai to Goa,2025-12-31 03:15,2025-12-31 04:03,B737,0h 48m,PLT6623,FO_13,First Officer,B737,34,13,17,4,2025-12-30 10:15
FLY5355,Mumbai to Delhi,2025-12-31 20:00,2025-12-31 20:46,B737,0h 46m,PLT7773,Captain_33,Captain,B737,40,18,24,2,2025-12-30 20:00
FLY5356,Ahmedabad to Goa,2025-12-31 00:15,2025-12-31 03:05,A320,2h 50m,PLT5527,Captain_12,Captain,A320,52,30,15,2,2025-12-30 09:15
FLY5357,Bangalore to Pune,2025-12-31 20:45,2025-12-31 23:20,A320,2h 35m,PLT6095,Captain_28,Captain,A320,56,34,16,3,2025-12-31 04:45
FLY5358,Chennai to Mumbai,2025-12-31 13:00,2025-12-31 14:03,B737,1h 3m,PLT5935,FO_13,First Officer,B737,32,11,14,3,2025-12-30 23:00
FLY5359,Goa to Delhi,2025-12-31 01:30,2025-12-31 02:38,A320,1h 8m,PLT6262,Captain_17,Captain,A320,54,32,20,3,2025-12-30 05:30
FLY5360,Guwahati to Pune,2025-12-31 00:00,2025-12-31 01:31,B737,1h 31m,PLT8276,FO_2,First Officer,B737,34,13,13,1,2025-12-30 11:00
FLY5361,Goa to Pune,2025-12-31 12:15,2025-12-31 13:06,B737,0h 51m,PLT6537,FO_37,First Officer,B737,28,7,9,5,2025-12-31 03:15
FLY5362,Pune to Mumbai,2025-12-31 11:45,2025-12-31 12:35,B737,0h 50m,PLT7082,FO_48,First Officer,B737,39,18,13,3,2025-12-30 22:45
FLY5363,Goa to Delhi,2025-12-31 05:30,2025-12-31 06:29,A320,0h 59m,PLT6934,FO_19,First Officer,A320,32,11,23,3,2025-12-30 06:30
FLY5364,Chennai to Bangalore,2025-12-31 20:00,2025-12-31 23:00,A320,3h 0m,PLT6653,FO_42,First Officer,A320,26,5,17,4,2025-12-31 03:00
FLY5365,Bangalore to Goa,2025-12-31 16:00,2025-12-31 18:14,B737,2h 14m,PLT6663,Captain_28,Captain,B737,48,26,24,3,2025-12-30 16:00
FLY5366,Chennai to Guwahati,2025-12-31 18:15,2025-12-31 20:13,A320,1h 58m,PLT5959,FO_48,First Officer,A320,26,5,18,4,2025-12-31 00:15
FLY5367,Hyderabad to Goa,2025-12-31 02:30,2025-12-31 04:24,B737,1h 54m,PLT8297,Captain_18,Captain,B737,40,18,15,2,2025-12-30 11:30
FLY5368,Goa to Ahmedabad,2025-12-31 04:30,2025-12-31 07:25,A320,2h 55m,PLT8606,Captain_17,Captain,A320,58,36,24,1,2025-12-30 04:30
FLY5369,Delhi to Bangalore,2025-12-31 09:45,2025-12-31 10:40,A320,0h 55m,PLT7191,Captain_48,Captain,A320,47,25,10,6,2025-12-30 23:45
FLY5370,Bangalore to Chennai,2025-12-31 20:30,2025-12-31 22:23,B737,1h 53m,PLT6534,FO_29,First Officer,B737,28,7,15,3,2025-12-31 05:30
FLY5371,Guwahati to Bangalore,2025-12-31 03:00,2025-12-31 04:04,A320,1h 4m,PLT6806,Captain_6,Captain,A320,41,19,20,2,2025-12-30 07:00
FLY5372,Ahmedabad to Guwahati,2025-12-31 08:30,2025-12-31 10:35,B737,2h 5m,PLT7753,FO_38,First Officer,B737,36,15,19,3,2025-12-30 13:30
FLY5373,Mumbai to Chennai,2025-12-31 06:45,2025-12-31 09:06,A320,2h 21m,PLT5275,FO_35,First Officer,A320,34,13,22,1,2025-12-30 08:45
FLY5374,Guwahati to Bangalore,2025-12-31 16:00,2025-12-31 16:48,A320,0h 48m,PLT5614,Captain_33,Captain,A320,47,25,14,4,2025-12-31 02:00
FLY5375,Ahmedabad to Guwahati,2025-12-31 18:45,2025-12-31 21:08,B737,2h 23m,PLT7092,FO_22,First Officer,B737,31,10,18,3,2025-12-31 00:45
