flight_id,flight_date,airline,origin_airport,destination_airport,scheduled_departure,scheduled_arrival,flight_status,delay_minutes,disruption_type,disruption_severity,available_captains,available_first_officers,standby_crew,max_duty_hours,rest_required_hours,airport_congestion_level,slots_available,recovery_action
FL3334,2025-02-22,Vistara,BOM,CCU,17:20,19:55,CANCELLED,15,TECHNICAL,MEDIUM,3,3,1,8,12,MEDIUM,8,CANCEL_FLIGHT
FL3335,2025-02-22,IndiGo,BOM,CCU,23:00,1:30,DELAYED,15,ATC,MEDIUM,3,3,1,8,12,HIGH,3,REASSIGN_CREW
FL3336,2025-02-22,Go First,BOM,CCU,21:00,23:35,DELAYED,15,ATC,HIGH,2,3,2,8,12,HIGH,5,REASSIGN_CREW
FL3337,2025-02-22,Air India,BOM,CCU,20:55,23:40,DELAYED,0,WEATHER,LOW,3,2,2,8,12,LOW,1,NO_ACTION
FL3338,2025-02-22,Go First,BOM,CCU,15:00,17:30,DELAYED,60,TECHNICAL,MEDIUM,4,5,0,8,12,LOW,9,REASSIGN_CREW
FL3339,2025-02-22,SpiceJet,BOM,CCU,18:40,21:25,DELAYED,30,ATC,MEDIUM,4,3,0,8,12,HIGH,5,NO_ACTION
FL3340,2025-02-23,Vistara,BOM,CCU,7:00,9:40,CANCELLED,0,TECHNICAL,MEDIUM,1,3,2,8,12,HIGH,0,SWAP_AIRCRAFT
FL3341,2025-02-23,IndiGo,BOM,CCU,6:30,9:05,DELAYED,120,TECHNICAL,MEDIUM,4,2,0,8,12,MEDIUM,10,DELAY_30
FL3342,2025-02-23,Vistara,BOM,CCU,14:05,16:55,CANCELLED,0,NONE,LOW,5,5,0,8,12,HIGH,0,SWAP_AIRCRAFT
FL3343,2025-02-23,IndiGo,BOM,CCU,7:35,10:15,DELAYED,120,CREW,LOW,4,1,1,8,12,LOW,3,CANCEL_FLIGHT
FL3344,2025-02-23,IndiGo,BOM,CCU,12:55,15:35,DELAYED,30,WEATHER,MEDIUM,1,4,1,8,12,MEDIUM,2,NO_ACTION
FL3345,2025-02-23,Air India,BOM,CCU,6:10,8:50,DELAYED,120,ATC,MEDIUM,4,5,3,8,12,LOW,8,CANCEL_FLIGHT
FL3346,2025-02-23,Vistara,CCU,BOM,20:35,23:30,DELAYED,15,WEATHER,HIGH,2,5,0,8,12,MEDIUM,6,REASSIGN_CREW
FL3347,2025-02-23,Vistara,CCU,BOM,17:35,20:20,CANCELLED,0,NONE,HIGH,4,2,1,8,12,LOW,1,CANCEL_FLIGHT
FL3348,2025-02-23,IndiGo,CCU,BOM,19:10,22:15,DELAYED,0,WEATHER,LOW,4,4,2,8,12,LOW,0,SWAP_AIRCRAFT
FL3349,2025-02-23,Air India,CCU,BOM,17:15,20:05,ON_TIME,60,WEATHER,MEDIUM,4,1,2,8,12,HIGH,1,DELAY_30
FL3350,2025-02-23,IndiGo,CCU,BOM,17:35,20:25,CANCELLED,60,ATC,MEDIUM,2,2,1,8,12,MEDIUM,9,REASSIGN_CREW
FL3351,2025-02-23,IndiGo,CCU,BOM,15:40,18:40,CANCELLED,30,TECHNICAL,LOW,5,4,3,8,12,HIGH,7,REASSIGN_CREW
FL3352,2025-02-23,Vistara,CCU,BOM,10:25,13:00,CANCELLED,30,WEATHER,MEDIUM,1,3,2,8,12,MEDIUM,5,REASSIGN_CREW
FL3353,2025-02-23,IndiGo,CCU,BOM,7:30,10:20,CANCELLED,60,ATC,MEDIUM,4,4,2,8,12,HIGH,4,NO_ACTION
FL3354,2025-02-23,Air India,CCU,BOM,9:40,12:25,ON_TIME,30,ATC,LOW,2,1,0,8,12,LOW,8,SWAP_AIRCRAFT
FL3355,2025-02-23,IndiGo,CCU,BOM,10:10,13:05,CANCELLED,120,NONE,MEDIUM,4,5,3,8,12,HIGH,0,CANCEL_FLIGHT
FL3356,2025-02-23,IndiGo,CCU,BOM,4:00,6:55,ON_TIME,0,NONE,MEDIUM,1,1,0,8,12,LOW,1,SWAP_AIRCRAFT
FL3357,2025-02-23,IndiGo,BOM,CCU,17:40,20:00,CANCELLED,120,ATC,HIGH,3,1,2,8,12,HIGH,0,REASSIGN_CREW
FL3358,2025-02-23,IndiGo,BOM,CCU,21:20,23:45,ON_TIME,30,TECHNICAL,LOW,3,4,0,8,12,HIGH,1,DELAY_30
FL3359,2025-02-23,Vistara,BOM,CCU,17:20,19:55,DELAYED,30,WEATHER,LOW,5,3,1,8,12,LOW,10,CANCEL_FLIGHT
FL3360,2025-02-23,IndiGo,BOM,CCU,23:00,1:30,CANCELLED,60,WEATHER,LOW,5,3,0,8,12,HIGH,7,DELAY_30
FL3361,2025-02-23,Go First,BOM,CCU,21:00,23:35,DELAYED,60,NONE,MEDIUM,1,2,0,8,12,MEDIUM,8,REASSIGN_CREW
FL3362,2025-02-23,Air India,BOM,CCU,20:55,23:40,DELAYED,120,ATC,MEDIUM,2,1,1,8,12,HIGH,0,REASSIGN_CREW
FL3363,2025-02-23,Go First,BOM,CCU,15:00,17:30,CANCELLED,120,WEATHER,LOW,4,5,3,8,12,LOW,6,NO_ACTION
FL3364,2025-02-24,Air India,BOM,CCU,6:10,8:50,CANCELLED,0,WEATHER,LOW,4,2,0,8,12,HIGH,10,DELAY_30
FL3365,2025-02-24,Vistara,BOM,CCU,7:00,9:40,CANCELLED,60,ATC,MEDIUM,3,1,2,8,12,HIGH,5,REASSIGN_CREW
FL3366,2025-02-24,IndiGo,BOM,CCU,6:30,9:05,DELAYED,30,ATC,MEDIUM,2,3,1,8,12,LOW,0,NO_ACTION
FL3367,2025-02-24,IndiGo,BOM,CCU,7:35,10:15,ON_TIME,60,NONE,MEDIUM,3,3,1,8,12,HIGH,2,NO_ACTION
FL3368,2025-02-24,Vistara,BOM,CCU,14:05,16:55,ON_TIME,60,TECHNICAL,MEDIUM,4,2,0,8,12,LOW,1,NO_ACTION
FL3369,2025-02-24,Air India,CCU,BOM,17:15,20:05,DELAYED,0,WEATHER,HIGH,5,4,2,8,12,LOW,6,SWAP_AIRCRAFT
FL3370,2025-02-24,Vistara,CCU,BOM,17:35,20:20,CANCELLED,60,ATC,MEDIUM,5,3,0,8,12,HIGH,10,SWAP_AIRCRAFT
FL3371,2025-02-24,Vistara,CCU,BOM,20:35,23:30,DELAYED,120,TECHNICAL,HIGH,3,3,0,8,12,HIGH,7,SWAP_AIRCRAFT
FL3372,2025-02-24,Go First,CCU,BOM,17:30,20:20,CANCELLED,120,CREW,HIGH,3,2,1,8,12,LOW,10,DELAY_30
FL3373,2025-02-24,IndiGo,CCU,BOM,19:10,22:10,DELAYED,30,CREW,MEDIUM,3,3,0,8,12,HIGH,6,DELAY_30
FL3374,2025-02-24,IndiGo,CCU,BOM,15:40,18:40,ON_TIME,60,WEATHER,LOW,3,1,0,8,12,HIGH,7,NO_ACTION
FL3375,2025-02-24,Air India,CCU,BOM,9:40,12:25,CANCELLED,15,NONE,MEDIUM,4,1,3,8,12,HIGH,7,DELAY_30
FL3376,2025-02-24,Vistara,CCU,BOM,10:25,13:00,CANCELLED,120,TECHNICAL,LOW,1,3,1,8,12,LOW,7,DELAY_30
FL3377,2025-02-24,Go First,CCU,BOM,4:55,7:45,DELAYED,15,NONE,HIGH,5,2,0,8,12,HIGH,4,SWAP_AIRCRAFT
FL3378,2025-02-24,IndiGo,CCU,BOM,10:10,13:10,CANCELLED,0,CREW,LOW,5,5,2,8,12,HIGH,0,REASSIGN_CREW
FL3379,2025-02-24,IndiGo,CCU,BOM,5:30,8:40,DELAYED,15,NONE,LOW,3,5,1,8,12,LOW,6,CANCEL_FLIGHT
FL3380,2025-02-24,Go First,CCU,BOM,12:30,15:20,ON_TIME,60,CREW,HIGH,4,1,1,8,12,LOW,8,NO_ACTION
FL3381,2025-02-24,IndiGo,BOM,CCU,21:40,0:05,DELAYED,120,WEATHER,MEDIUM,5,3,3,8,12,LOW,10,NO_ACTION
FL3382,2025-02-24,Vistara,BOM,CCU,17:20,19:55,DELAYED,60,CREW,LOW,2,4,1,8,12,LOW,9,SWAP_AIRCRAFT
FL3383,2025-02-24,IndiGo,BOM,CCU,23:00,1:30,ON_TIME,0,TECHNICAL,MEDIUM,2,4,1,8,12,LOW,8,REASSIGN_CREW
FL3384,2025-02-24,Go First,BOM,CCU,21:00,23:35,ON_TIME,30,NONE,HIGH,3,2,2,8,12,LOW,2,REASSIGN_CREW
FL3385,2025-02-24,Air India,BOM,CCU,20:55,23:40,ON_TIME,60,TECHNICAL,LOW,2,5,0,8,12,LOW,1,CANCEL_FLIGHT
FL3386,2025-02-24,Go First,BOM,CCU,15:00,17:30,DELAYED,30,NONE,MEDIUM,2,5,2,8,12,MEDIUM,3,REASSIGN_CREW
FL3387,2025-02-25,Vistara,BOM,CCU,14:05,16:55,CANCELLED,30,TECHNICAL,HIGH,2,3,3,8,12,HIGH,10,CANCEL_FLIGHT
FL3388,2025-02-25,Air India,BOM,CCU,6:10,8:50,ON_TIME,30,WEATHER,LOW,1,2,1,8,12,LOW,8,NO_ACTION
FL3389,2025-02-25,Vistara,BOM,CCU,7:00,9:40,CANCELLED,60,WEATHER,MEDIUM,3,1,0,8,12,MEDIUM,8,NO_ACTION
FL3390,2025-02-25,Vistara,CCU,BOM,20:35,23:30,ON_TIME,0,CREW,MEDIUM,2,2,0,8,12,HIGH,0,NO_ACTION
FL3391,2025-02-25,Vistara,CCU,BOM,17:35,20:20,CANCELLED,60,NONE,MEDIUM,2,2,0,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL3392,2025-02-25,Air India,CCU,BOM,17:15,20:05,CANCELLED,30,CREW,HIGH,4,3,0,8,12,LOW,0,DELAY_30
FL3393,2025-02-25,IndiGo,CCU,BOM,19:10,22:15,ON_TIME,0,WEATHER,MEDIUM,3,1,1,8,12,HIGH,4,DELAY_30
FL3394,2025-02-25,IndiGo,CCU,BOM,17:35,20:25,ON_TIME,60,WEATHER,HIGH,4,3,0,8,12,HIGH,3,CANCEL_FLIGHT
FL3395,2025-02-25,IndiGo,CCU,BOM,15:40,18:40,CANCELLED,0,WEATHER,MEDIUM,5,4,0,8,12,LOW,8,SWAP_AIRCRAFT
FL3396,2025-02-25,Vistara,CCU,BOM,10:25,13:00,CANCELLED,30,ATC,MEDIUM,4,3,3,8,12,LOW,4,REASSIGN_CREW
FL3397,2025-02-25,Air India,CCU,BOM,9:40,12:25,DELAYED,0,ATC,LOW,5,3,3,8,12,LOW,3,CANCEL_FLIGHT
FL3398,2025-02-25,IndiGo,CCU,BOM,7:30,10:20,DELAYED,30,WEATHER,MEDIUM,5,4,0,8,12,MEDIUM,5,SWAP_AIRCRAFT
FL3399,2025-02-25,IndiGo,CCU,BOM,10:10,13:05,DELAYED,60,NONE,LOW,2,2,3,8,12,HIGH,2,REASSIGN_CREW
FL3400,2025-02-25,IndiGo,CCU,BOM,8:55,12:05,DELAYED,0,ATC,LOW,3,2,3,8,12,MEDIUM,9,DELAY_30
FL3401,2025-02-25,IndiGo,BOM,CCU,23:00,1:30,DELAYED,15,ATC,LOW,1,4,0,8,12,LOW,7,REASSIGN_CREW
FL3402,2025-02-25,Vistara,BOM,CCU,17:20,19:55,CANCELLED,60,ATC,MEDIUM,1,1,1,8,12,LOW,9,DELAY_30
FL3403,2025-02-25,Air India,BOM,CCU,20:55,23:40,DELAYED,120,ATC,HIGH,2,5,1,8,12,MEDIUM,8,DELAY_30
FL3404,2025-02-25,IndiGo,BOM,CCU,17:40,20:00,DELAYED,0,NONE,MEDIUM,1,2,3,8,12,HIGH,1,REASSIGN_CREW
FL3405,2025-02-25,IndiGo,BOM,CCU,21:20,23:45,ON_TIME,30,CREW,LOW,3,3,0,8,12,HIGH,7,REASSIGN_CREW
FL3406,2025-02-26,Air India,BOM,CCU,6:10,8:50,CANCELLED,15,CREW,HIGH,1,4,0,8,12,MEDIUM,3,CANCEL_FLIGHT
FL3407,2025-02-26,IndiGo,BOM,CCU,7:35,10:15,CANCELLED,0,CREW,HIGH,5,5,2,8,12,MEDIUM,4,NO_ACTION
FL3408,2025-02-26,Vistara,BOM,CCU,7:00,9:40,ON_TIME,0,ATC,LOW,1,5,0,8,12,HIGH,9,NO_ACTION
FL3409,2025-02-26,IndiGo,BOM,CCU,6:30,9:05,ON_TIME,15,CREW,MEDIUM,1,5,2,8,12,LOW,5,NO_ACTION
FL3410,2025-02-26,Vistara,BOM,CCU,14:05,16:55,ON_TIME,15,CREW,MEDIUM,5,3,0,8,12,HIGH,4,SWAP_AIRCRAFT
FL3411,2025-02-26,Vistara,CCU,BOM,20:35,23:30,ON_TIME,0,WEATHER,MEDIUM,2,1,3,8,12,LOW,1,NO_ACTION
FL3412,2025-02-26,Vistara,CCU,BOM,17:35,20:20,CANCELLED,30,WEATHER,MEDIUM,2,3,1,8,12,MEDIUM,1,NO_ACTION
FL3413,2025-02-26,Air India,CCU,BOM,17:15,20:05,CANCELLED,0,TECHNICAL,HIGH,2,2,1,8,12,LOW,10,CANCEL_FLIGHT
FL3414,2025-02-26,IndiGo,CCU,BOM,19:10,22:15,ON_TIME,60,ATC,LOW,5,4,3,8,12,HIGH,3,DELAY_30
FL3415,2025-02-26,IndiGo,CCU,BOM,15:40,18:40,CANCELLED,120,TECHNICAL,LOW,3,3,0,8,12,MEDIUM,3,DELAY_30
FL3416,2025-02-26,Vistara,CCU,BOM,10:25,13:00,CANCELLED,60,TECHNICAL,HIGH,2,1,3,8,12,MEDIUM,4,CANCEL_FLIGHT
FL3417,2025-02-26,Air India,CCU,BOM,9:40,12:25,ON_TIME,60,CREW,LOW,5,3,0,8,12,HIGH,10,NO_ACTION
FL3418,2025-02-26,IndiGo,CCU,BOM,4:00,6:50,ON_TIME,60,ATC,LOW,2,1,2,8,12,HIGH,9,REASSIGN_CREW
FL3419,2025-02-26,Go First,CCU,BOM,4:55,7:45,ON_TIME,30,CREW,LOW,1,4,0,8,12,MEDIUM,8,DELAY_30
FL3420,2025-02-26,IndiGo,CCU,BOM,10:10,13:10,CANCELLED,30,CREW,MEDIUM,4,4,2,8,12,LOW,7,NO_ACTION
FL3421,2025-02-26,IndiGo,CCU,BOM,5:30,8:40,CANCELLED,120,NONE,MEDIUM,4,5,2,8,12,HIGH,8,CANCEL_FLIGHT
FL3422,2025-02-26,Go First,CCU,BOM,12:30,15:20,DELAYED,30,CREW,HIGH,3,5,0,8,12,LOW,10,REASSIGN_CREW
FL3423,2025-02-26,IndiGo,BOM,CCU,23:00,1:30,CANCELLED,0,TECHNICAL,LOW,2,2,1,8,12,HIGH,0,DELAY_30
FL3424,2025-02-26,Air India,BOM,CCU,20:55,23:40,CANCELLED,15,NONE,MEDIUM,2,3,1,8,12,MEDIUM,9,SWAP_AIRCRAFT
FL3425,2025-02-26,Vistara,BOM,CCU,17:20,19:55,ON_TIME,120,NONE,HIGH,1,2,1,8,12,MEDIUM,3,DELAY_30
FL3426,2025-02-27,Air India,BOM,CCU,6:10,8:50,DELAYED,60,ATC,HIGH,3,2,2,8,12,HIGH,3,SWAP_AIRCRAFT
FL3427,2025-02-27,Vistara,BOM,CCU,7:00,9:40,ON_TIME,60,ATC,MEDIUM,2,4,3,8,12,HIGH,4,CANCEL_FLIGHT
FL3428,2025-02-27,IndiGo,BOM,CCU,6:30,9:05,ON_TIME,120,ATC,LOW,5,2,1,8,12,MEDIUM,9,DELAY_30
FL3429,2025-02-27,IndiGo,BOM,CCU,7:35,10:15,ON_TIME,0,TECHNICAL,LOW,5,4,3,8,12,HIGH,3,SWAP_AIRCRAFT
FL3430,2025-02-27,Vistara,BOM,CCU,14:05,16:55,CANCELLED,120,CREW,HIGH,2,5,3,8,12,MEDIUM,5,CANCEL_FLIGHT
FL3431,2025-02-27,Air India,CCU,BOM,17:15,20:05,CANCELLED,30,TECHNICAL,HIGH,5,2,2,8,12,LOW,1,DELAY_30
FL3432,2025-02-27,IndiGo,CCU,BOM,19:10,22:10,CANCELLED,30,CREW,LOW,3,1,3,8,12,HIGH,9,SWAP_AIRCRAFT
FL3433,2025-02-27,IndiGo,CCU,BOM,15:40,18:40,DELAYED,0,ATC,HIGH,5,1,3,8,12,LOW,7,CANCEL_FLIGHT
FL3434,2025-02-27,Vistara,CCU,BOM,17:35,20:20,DELAYED,0,CREW,LOW,1,1,1,8,12,MEDIUM,0,REASSIGN_CREW
FL3435,2025-02-27,Go First,CCU,BOM,4:55,7:45,ON_TIME,30,ATC,MEDIUM,4,4,1,8,12,LOW,4,SWAP_AIRCRAFT
FL3436,2025-02-27,IndiGo,CCU,BOM,10:10,13:10,DELAYED,60,WEATHER,LOW,1,4,2,8,12,MEDIUM,2,CANCEL_FLIGHT
FL3437,2025-02-27,IndiGo,CCU,BOM,5:30,8:40,ON_TIME,60,ATC,MEDIUM,4,5,1,8,12,HIGH,6,NO_ACTION
FL3438,2025-02-27,Air India,CCU,BOM,9:40,12:25,ON_TIME,0,TECHNICAL,HIGH,2,3,1,8,12,MEDIUM,8,SWAP_AIRCRAFT
FL3439,2025-02-27,Go First,CCU,BOM,12:30,15:20,DELAYED,120,CREW,LOW,1,3,0,8,12,HIGH,9,REASSIGN_CREW
FL3440,2025-02-27,Vistara,CCU,BOM,10:25,13:00,ON_TIME,15,CREW,HIGH,3,3,2,8,12,MEDIUM,6,CANCEL_FLIGHT
FL3441,2025-02-27,IndiGo,BOM,CCU,21:40,0:05,DELAYED,0,CREW,LOW,1,2,2,8,12,LOW,4,DELAY_30
FL3442,2025-02-27,IndiGo,BOM,CCU,23:00,1:30,CANCELLED,15,CREW,HIGH,1,5,2,8,12,MEDIUM,5,NO_ACTION
FL3443,2025-02-27,Go First,BOM,CCU,21:00,23:35,DELAYED,60,WEATHER,MEDIUM,1,5,0,8,12,MEDIUM,3,DELAY_30
FL3444,2025-02-27,Air India,BOM,CCU,20:55,23:40,ON_TIME,60,WEATHER,LOW,1,1,3,8,12,MEDIUM,1,SWAP_AIRCRAFT
FL3445,2025-02-27,Go First,BOM,CCU,15:00,17:30,CANCELLED,60,WEATHER,LOW,4,2,3,8,12,HIGH,10,DELAY_30
FL3446,2025-02-28,Vistara,BOM,CCU,7:00,9:40,ON_TIME,30,WEATHER,LOW,2,1,1,8,12,LOW,9,REASSIGN_CREW
FL3447,2025-02-28,IndiGo,BOM,CCU,12:55,15:35,CANCELLED,0,WEATHER,MEDIUM,1,3,2,8,12,MEDIUM,10,REASSIGN_CREW
FL3448,2025-02-28,Vistara,BOM,CCU,14:05,16:55,CANCELLED,30,ATC,HIGH,3,1,3,8,12,LOW,4,SWAP_AIRCRAFT
FL3449,2025-02-28,Air India,BOM,CCU,6:10,8:50,CANCELLED,0,CREW,MEDIUM,2,1,2,8,12,HIGH,8,REASSIGN_CREW
FL3450,2025-02-28,IndiGo,BOM,CCU,6:30,9:05,ON_TIME,0,ATC,HIGH,5,1,1,8,12,HIGH,10,SWAP_AIRCRAFT
FL3451,2025-02-28,IndiGo,BOM,CCU,7:35,10:15,DELAYED,120,WEATHER,HIGH,1,5,3,8,12,LOW,4,REASSIGN_CREW
FL3452,2025-02-28,Vistara,CCU,BOM,20:35,23:30,CANCELLED,120,TECHNICAL,HIGH,1,3,3,8,12,MEDIUM,5,CANCEL_FLIGHT
FL3453,2025-02-28,Vistara,CCU,BOM,17:35,20:20,ON_TIME,60,NONE,LOW,4,1,3,8,12,LOW,10,SWAP_AIRCRAFT
FL3454,2025-02-28,Air India,CCU,BOM,17:15,20:05,DELAYED,30,CREW,MEDIUM,4,1,2,8,12,MEDIUM,2,REASSIGN_CREW
FL3455,2025-02-28,IndiGo,CCU,BOM,19:10,22:15,DELAYED,60,ATC,MEDIUM,5,1,2,8,12,LOW,3,REASSIGN_CREW
FL3456,2025-02-28,IndiGo,CCU,BOM,17:35,20:25,CANCELLED,60,ATC,LOW,4,5,3,8,12,LOW,4,SWAP_AIRCRAFT
FL3457,2025-02-28,IndiGo,CCU,BOM,15:40,18:40,CANCELLED,120,NONE,MEDIUM,4,4,2,8,12,LOW,0,DELAY_30
FL3458,2025-02-28,Vistara,CCU,BOM,10:25,13:00,ON_TIME,60,ATC,HIGH,5,2,3,8,12,LOW,8,SWAP_AIRCRAFT
FL3459,2025-02-28,Air India,CCU,BOM,9:40,12:25,DELAYED,15,CREW,LOW,1,5,0,8,12,MEDIUM,10,DELAY_30
FL3460,2025-02-28,IndiGo,CCU,BOM,10:10,13:05,CANCELLED,120,TECHNICAL,LOW,5,2,3,8,12,LOW,10,SWAP_AIRCRAFT
FL3461,2025-02-28,Go First,CCU,BOM,4:55,7:45,DELAYED,30,ATC,MEDIUM,2,2,1,8,12,LOW,1,NO_ACTION
FL3462,2025-02-28,IndiGo,CCU,BOM,8:55,12:05,CANCELLED,30,CREW,MEDIUM,3,1,3,8,12,MEDIUM,6,CANCEL_FLIGHT
FL3463,2025-02-28,Go First,CCU,BOM,12:30,15:20,DELAYED,0,CREW,LOW,2,1,0,8,12,LOW,0,SWAP_AIRCRAFT
FL3464,2025-02-28,IndiGo,CCU,BOM,7:30,10:20,DELAYED,15,WEATHER,LOW,5,5,3,8,12,HIGH,7,CANCEL_FLIGHT
FL3465,2025-02-28,IndiGo,BOM,CCU,17:40,20:00,ON_TIME,0,ATC,HIGH,3,1,3,8,12,HIGH,8,REASSIGN_CREW
FL3466,2025-02-28,IndiGo,BOM,CCU,21:20,23:45,ON_TIME,120,ATC,MEDIUM,2,5,0,8,12,LOW,0,SWAP_AIRCRAFT
FL3467,2025-02-28,Vistara,BOM,CCU,17:20,19:55,ON_TIME,60,TECHNICAL,LOW,3,4,0,8,12,MEDIUM,7,REASSIGN_CREW
FL3468,2025-02-28,IndiGo,BOM,CCU,23:00,1:30,CANCELLED,30,TECHNICAL,LOW,5,2,3,8,12,LOW,1,DELAY_30
FL3469,2025-02-28,Go First,BOM,CCU,21:00,23:35,CANCELLED,0,TECHNICAL,LOW,1,5,0,8,12,MEDIUM,3,CANCEL_FLIGHT
FL3470,2025-02-28,Air India,BOM,CCU,20:55,23:40,DELAYED,60,ATC,MEDIUM,5,4,0,8,12,LOW,3,SWAP_AIRCRAFT
FL3471,2025-02-28,Go First,BOM,CCU,15:00,17:30,DELAYED,15,CREW,HIGH,3,4,3,8,12,HIGH,0,CANCEL_FLIGHT
FL3472,2025-02-14,SpiceJet,BOM,MAA,6:00,8:00,CANCELLED,15,NONE,LOW,3,5,2,8,12,LOW,10,REASSIGN_CREW
FL3473,2025-02-14,Vistara,BOM,MAA,9:45,11:50,CANCELLED,15,TECHNICAL,HIGH,4,4,3,8,12,LOW,9,CANCEL_FLIGHT
FL3474,2025-02-14,Air India,BOM,MAA,9:00,10:55,DELAYED,15,WEATHER,MEDIUM,1,3,2,8,12,HIGH,9,SWAP_AIRCRAFT
FL3475,2025-02-14,IndiGo,BOM,MAA,10:30,12:30,ON_TIME,15,NONE,MEDIUM,5,4,3,8,12,HIGH,0,SWAP_AIRCRAFT
FL3476,2025-02-14,IndiGo,BOM,MAA,7:15,9:15,CANCELLED,0,CREW,MEDIUM,4,1,3,8,12,LOW,8,REASSIGN_CREW
FL3477,2025-02-14,SpiceJet,MAA,BOM,21:50,23:50,ON_TIME,60,CREW,MEDIUM,1,1,3,8,12,MEDIUM,3,REASSIGN_CREW
FL3478,2025-02-14,IndiGo,MAA,BOM,22:15,0:20,DELAYED,15,NONE,MEDIUM,1,3,0,8,12,MEDIUM,10,REASSIGN_CREW
FL3479,2025-02-14,Vistara,MAA,BOM,20:30,22:35,CANCELLED,60,NONE,LOW,4,5,0,8,12,MEDIUM,7,REASSIGN_CREW
FL3480,2025-02-14,IndiGo,MAA,BOM,18:45,20:45,CANCELLED,15,ATC,HIGH,5,5,1,8,12,MEDIUM,4,DELAY_30
FL3481,2025-02-14,IndiGo,MAA,BOM,17:50,19:45,CANCELLED,0,TECHNICAL,HIGH,1,4,0,8,12,MEDIUM,2,CANCEL_FLIGHT
FL3482,2025-02-14,SpiceJet,MAA,BOM,6:25,8:20,ON_TIME,120,ATC,LOW,5,5,0,8,12,HIGH,10,SWAP_AIRCRAFT
FL3483,2025-02-14,Vistara,MAA,BOM,9:45,11:40,CANCELLED,60,ATC,HIGH,5,2,2,8,12,LOW,6,NO_ACTION
FL3484,2025-02-14,IndiGo,MAA,BOM,9:40,11:35,CANCELLED,0,ATC,MEDIUM,2,3,2,8,12,MEDIUM,7,SWAP_AIRCRAFT
FL3485,2025-02-14,IndiGo,MAA,BOM,7:05,9:05,CANCELLED,30,TECHNICAL,LOW,1,5,3,8,12,LOW,0,DELAY_30
FL3486,2025-02-14,IndiGo,MAA,BOM,13:10,15:05,DELAYED,30,NONE,MEDIUM,1,4,3,8,12,LOW,10,DELAY_30
FL3487,2025-02-14,Air India,MAA,BOM,14:55,17:05,DELAYED,60,TECHNICAL,HIGH,3,5,1,8,12,LOW,2,REASSIGN_CREW
FL3488,2025-02-14,IndiGo,BOM,MAA,16:25,18:15,DELAYED,120,NONE,MEDIUM,3,2,0,8,12,HIGH,8,REASSIGN_CREW
FL3489,2025-02-14,SpiceJet,BOM,MAA,19:30,21:20,DELAYED,30,CREW,HIGH,5,5,2,8,12,LOW,2,CANCEL_FLIGHT
FL3490,2025-02-14,IndiGo,BOM,MAA,21:25,23:15,ON_TIME,0,CREW,HIGH,5,1,2,8,12,MEDIUM,4,DELAY_30
FL3491,2025-02-14,IndiGo,BOM,MAA,15:15,17:10,DELAYED,60,CREW,HIGH,4,3,0,8,12,MEDIUM,6,CANCEL_FLIGHT
FL3492,2025-02-14,IndiGo,BOM,MAA,19:30,21:35,DELAYED,0,TECHNICAL,HIGH,4,3,2,8,12,HIGH,6,REASSIGN_CREW
FL3493,2025-02-14,Vistara,BOM,MAA,17:50,19:55,ON_TIME,0,ATC,LOW,1,3,0,8,12,LOW,0,NO_ACTION
FL3494,2025-02-15,Air India,BOM,MAA,5:20,7:20,ON_TIME,0,CREW,HIGH,3,1,2,8,12,MEDIUM,4,REASSIGN_CREW
FL3495,2025-02-15,SpiceJet,BOM,MAA,6:00,8:00,DELAYED,15,CREW,MEDIUM,1,1,0,8,12,HIGH,7,DELAY_30
FL3496,2025-02-15,Vistara,BOM,MAA,6:45,8:50,ON_TIME,60,NONE,LOW,5,4,0,8,12,LOW,5,NO_ACTION
FL3497,2025-02-15,Vistara,BOM,MAA,9:45,11:50,ON_TIME,30,ATC,MEDIUM,5,5,0,8,12,MEDIUM,5,DELAY_30
FL3498,2025-02-15,IndiGo,BOM,MAA,7:15,9:15,ON_TIME,60,TECHNICAL,MEDIUM,4,2,2,8,12,LOW,3,REASSIGN_CREW
FL3499,2025-02-15,IndiGo,BOM,MAA,10:30,12:30,ON_TIME,0,CREW,MEDIUM,5,2,1,8,12,HIGH,5,NO_ACTION
FL3500,2025-02-15,Air India,BOM,MAA,9:00,10:55,ON_TIME,30,CREW,MEDIUM,1,4,1,8,12,MEDIUM,8,CANCEL_FLIGHT
FL3501,2025-02-15,IndiGo,MAA,BOM,17:50,19:45,DELAYED,120,NONE,LOW,3,3,2,8,12,LOW,8,CANCEL_FLIGHT
FL3502,2025-02-15,IndiGo,MAA,BOM,18:45,20:45,CANCELLED,120,CREW,HIGH,3,2,2,8,12,HIGH,8,CANCEL_FLIGHT
FL3503,2025-02-15,SpiceJet,MAA,BOM,21:50,23:50,DELAYED,30,NONE,MEDIUM,3,3,3,8,12,MEDIUM,9,SWAP_AIRCRAFT
FL3504,2025-02-15,IndiGo,MAA,BOM,22:15,0:20,ON_TIME,0,NONE,LOW,1,2,2,8,12,LOW,3,SWAP_AIRCRAFT
FL3505,2025-02-15,Vistara,MAA,BOM,20:30,22:35,DELAYED,0,NONE,HIGH,2,2,2,8,12,MEDIUM,1,NO_ACTION
